V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,0
108,108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,0
108,108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,0
108,108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,0
108,108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,0
108,108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,0
108,108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,0
108,108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,0
108,108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,0
108,108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,0
108,108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,0
108,108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,0
108,105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,0
105,108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,0
108,108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,108,0
108,108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,108,108,0
108,111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,108,108,108,0
111,108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,108,108,108,108,0
108,108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,108,108,108,108,108,0
108,108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,108,108,108,108,108,108,0
108,108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,108,108,108,108,108,108,108,0
108,108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,108,108,108,108,108,108,108,108,0
108,108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,108,108,108,108,108,108,108,108,102,0
108,105,105,105,105,105,108,108,105,108,105,108,105,105,108,108,108,108,108,111,108,108,108,105,108,108,108,105,108,108,108,108,108,105,105,108,108,108,108,105,108,108,108,108,108,108,108,108,102,102,0
69,60,30,51,54,54,57,69,75,84,84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,1
60,30,51,54,54,57,69,75,84,84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,1
30,51,54,54,57,69,75,84,84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,1
51,54,54,57,69,75,84,84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,1
54,54,57,69,75,84,84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,1
54,57,69,75,84,84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,1
57,69,75,84,84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,1
69,75,84,84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,1
75,84,84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,1
84,84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,1
84,84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,1
84,78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,1
78,78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,1
78,84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,1
84,78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,1
78,84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,1
84,75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,1
75,72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,1
72,72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,1
72,78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,1
78,84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,1
84,84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,1
84,84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,1
84,84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,1
84,84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,1
84,84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,1
84,84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,1
84,84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,1
84,84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,1
84,84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,1
84,84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,1
84,84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,1
84,84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,1
84,90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,1
90,87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,1
87,90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,1
90,93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,1
93,96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,1
96,93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,1
93,93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,1
93,93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,1
93,93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,1
93,93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,1
93,93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,1
93,96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,1
96,96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,1
96,96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,1
96,96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,1
96,96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,1
96,96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,1
96,99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,1
99,96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,1
96,96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,1
96,96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,1
96,96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,1
96,96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,1
96,93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,1
93,93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,1
93,93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,1
93,93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,1
93,93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,84,1
93,93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,84,84,1
93,90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,84,84,84,1
90,93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,84,84,84,78,1
93,93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,84,84,84,78,78,1
93,93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,84,84,84,78,78,75,1
93,93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,84,84,84,78,78,75,69,1
93,90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,84,84,84,78,78,75,69,63,1
90,93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,84,84,84,78,78,75,69,63,51,1
93,93,90,90,87,90,90,90,93,93,93,93,93,93,96,90,90,90,87,87,87,84,84,84,84,87,87,84,84,84,84,84,81,84,81,84,84,84,84,84,84,84,84,78,78,75,69,63,51,48,1
